1.952002	0.05443025
2.2756908	-1.0993191
1.194241	1.0550362
2.3341122	-0.95645416
1.2686785	-2.4145489
1.4169106	-2.161595
1.4715215	-0.5446952
2.094529	0.5276188
1.0216258	-2.2945988
1.1540452	2.9393015
2.1565459	-1.2563782
1.5999516	-0.6614981
1.4633648	-0.3050225
1.3650229	-1.4871469
1.5320166	1.8710777
2.3553238	-2.0048265
2.1081834	2.1073813
2.8571312	0.80332357
1.3507395	-0.30109254
1.3853313	-0.5481935
1.8846828	-2.8964272
2.2826807	1.8808851
1.0454288	1.1784871
0.52641577	1.0352148
2.226936	2.5812883
1.1332724	3.0002007
2.190507	-2.1565692
0.377429	-2.957581
2.6988833	2.3288774
2.077922	0.24298844
0.78879	2.0436652
1.4137527	-0.9223909
0.84832627	1.5463421
2.3420687	2.130724
2.5626247	-0.66914463
2.2823584	-1.4221826
2.0797822	2.554861
2.967322	-2.3821094
0.30646667	-1.4178327
0.97055197	-1.3031738
0.8214095	-2.3729177
1.0511453	1.0880878
2.3490322	3.0651069
2.6428041	2.8490393
0.80428755	0.47678208
1.2513704	1.9351044
1.6899284	2.0528936
2.5803347	1.3145562
1.0943432	2.9084225
0.28368112	-0.7298277
2.1126192	1.8123311
0.8952194	0.25104073
2.364596	-0.9583226
1.0347842	-2.3012636
2.6136777	-1.0295306
1.4345176	-1.9036173
2.4005435	2.8959692
1.46692	-2.909229
1.0876949	-0.90695006
1.311655	-2.9984367
1.8846276	-2.9135036
1.1248183	-0.25073692
1.2881848	-1.452512
1.4734895	2.5206647
1.6585907	1.6466786
2.8112633	2.556226
2.1395104	-3.0398984
2.308406	-1.9573803
1.0259537	-2.9451003
1.4955497	2.999973
1.2011602	-0.6701727
0.4560916	-2.1685033
2.684234	1.0987585
1.3302658	-1.0649241
1.2293699	2.2714036
1.0779985	1.9786259
2.4494257	2.6299446
1.1290066	-0.93587923
2.098287	0.07696388
1.2368692	0.3148672
2.6070144	-0.32440925
1.3263805	-0.096825264
1.6565399	-0.5660583
1.5773624	1.0505663
1.0428337	1.3050616
2.9324195	-0.7340065
1.7147946	-0.65742594
1.6538088	0.78212774
0.59308726	-1.1752529
0.20741002	2.4027867
1.8305794	-0.93569565
2.2678494	-0.14121088
1.3712975	-0.42581892
0.95523816	2.4925277
1.7442644	-1.4905558
2.176028	-0.975509
0.42344153	-0.23311429
1.1025057	1.6392418
1.2291754	-2.7463615
0.801378	0.8632725
0.95775414	-1.9656546
1.2337484	2.8197947
0.8919724	1.3717085
2.6839352	-1.2806157
0.77974284	-1.8951944
1.7233939	-0.24222697
2.7257743	-0.38170433
0.64753866	-0.14967088
2.6020858	-0.32008797
1.5281886	-1.141847
2.1337495	-0.6964763
0.80743796	1.1050854
2.7856593	-1.4921038
1.2838771	2.5755434
1.3251796	-2.5256352
1.9505712	-2.10698
0.8691133	0.33722338
1.0874997	2.0019877
1.980206	2.4511633
1.7854252	-1.137817
1.7299516	-2.4573267
0.77269363	-0.3687425
1.1281679	-2.7335331
1.8938557	2.099565
1.7413982	2.979375
1.3225186	-1.527915
2.3756866	2.2058601
0.7416743	2.8739467
2.2518115	2.5657651
1.7314364	-0.28810754
0.94052744	1.8808028
0.31616536	-0.37510177
2.890046	-2.8520927
0.5370578	1.6782542
1.5414721	2.8045917
0.56743294	0.4793333
0.73151094	-1.9268606
1.4184374	2.966552
1.6295395	2.647937
2.8127615	2.7720525
2.4524148	-0.6418026
1.2519637	-0.8208109
1.283861	2.8045902
2.316344	-3.1322913
2.1150978	-0.845437
1.548805	-1.496361
1.6049129	-1.3550674
0.7954157	-2.491147
2.1213667	-0.8480071
1.1600229	0.26448724
1.4291083	-2.4276397
1.1262864	-1.2390064
0.6762939	-2.7442477
1.6973364	2.3265595
2.76888	1.9429239
1.8509903	-0.43847236
1.361936	2.0407553
0.8304051	-0.5478538
2.9617372	2.0657015
2.0242326	1.6759093
2.4898648	-0.61308014
0.7232083	0.38559058
2.814742	-1.5719066
1.91033	-2.0460975
0.7899128	-2.5135543
1.7537452	-1.8437825
2.5764341	-0.52985424
2.0225127	-2.0274754
0.55908304	-1.827036
1.4472868	-1.3307145
1.3576163	-2.0169334
2.5729117	-1.0016016
1.6289437	-1.5906451
2.5988398	1.918331
1.6258397	-2.655353
1.2172459	2.9050004
1.937326	-2.432171
2.5270083	2.292772
2.2649527	-0.4952806
2.0554075	0.23942585
1.2048755	-1.5129031
2.9633963	0.30588314
1.2475218	0.81764126
0.88178617	0.43755987
2.4165232	-1.6531765
1.406493	-2.798221
1.3776851	-3.0990734
1.397982	0.8996066
0.9401831	-1.5032474
2.9477067	3.0047805
1.0849804	-2.0627732
2.367779	2.1181865
2.0871243	0.49584994
1.2720215	-2.1146224
2.343264	-1.7101144
1.7791402	-2.929435
2.0768895	2.7287757
1.6049916	0.048535798
1.2823718	-2.6070747
0.7961576	-1.6586001
1.4227228	1.8248298
1.159179	-1.6432749
0.8996613	2.3488305
1.4156526	3.0526407
1.0807362	-2.0097268
1.4496894	1.5203968
0.52505916	0.08024644
2.666363	-0.738429
1.1965774	2.2001438
1.3054931	-0.74321336
2.6364937	0.5572516
0.6571791	-1.8472689
0.7537809	-0.14196314
0.88947195	1.0845299
1.2600276	3.0271714
1.625204	-0.67062116
1.730971	-0.33724684
2.5801375	-2.6191914
0.9390954	0.39332622
1.9751139	-3.0305145
2.5273776	0.37670258
1.6934851	0.1618204
0.64534855	0.9892237
1.0345544	2.4495685
1.3010962	2.795679
1.5127693	1.1464635
0.9263275	1.223804
2.5467868	1.8822464
2.0775535	1.9929515
1.2135901	0.64122605
1.7999283	0.18346909
0.08616159	2.8226213
1.8397204	2.2410934
0.27125293	-0.93503076
0.4838856	2.17222
2.5617936	2.3652465
1.1509937	-1.5528879
1.9931884	-1.9489938
1.1312956	-3.0695825
0.46314505	-2.1647942
2.18672	-1.734182
1.9190514	-0.055685077
2.7733784	-2.2626605
0.6214197	-2.2748928
2.448134	-3.0296574
1.0188886	0.6437614
2.043099	0.63652444
0.53256726	0.1698346
1.923314	-2.2682216
1.3196772	0.58650345
1.2692915	-1.4158621
1.234858	-0.78623617
1.6887891	0.954696
2.2103367	0.68159294
2.2107415	2.869676
1.1544108	-1.1090065
0.73612314	-2.1069717
1.4487289	1.1270642
1.2396363	-0.34101465
0.8997047	-0.9317954
2.2292051	0.71042156
2.4102862	0.20606647
1.8190082	-0.6690684
2.052665	-2.4153812
2.024246	-2.3827643
1.6844096	-1.3072416
1.8221705	-2.0888948
1.9841789	-0.57896173
1.0730679	-0.45755255
2.2354772	-2.729507
2.549004	-1.9590441
1.6484673	-3.0297887
2.1288447	1.9934053
1.4919914	1.037115
2.7284634	1.0054145
1.2918075	1.4846289
0.4886247	-0.713697
1.7411822	-2.9698
2.3242118	-1.4283334
0.16589169	0.43876758
